ID,fixed acidity,,volatile acidity,,citric acid,,residual sugar,,chlorides,,free sulfur dioxide,,total sulfur dioxide,,density,,pH,,sulphates,,alcohol,type,location,quality,Predicted Type,,Avg. Alcohol,Avg. Sulphates,Avg. Fixed Acids,Avg. Vol Acids,Avg. Citric Acid,Avg. Res. Sugar,Avg. Chlorides,Avg. Free Sulph,Avg. Tot Sulph,Avg. Density,Avg. pH,,,,,,,,,,
4447,7.4,white,0.31,white,0.26,red,8.6,white,0.048,white,47,white,206,white,0.9964,red,3.26,red,0.36,white,9.1,white,California,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,red,white
4448,5.9,white,0.25,white,0.25,red,11.3,white,0.052,white,30,white,165,white,0.997,red,3.24,white,0.44,white,9.5,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
4449,7.2,white,0.23,white,0.32,white,8.5,white,0.058,white,47,white,186,white,0.9956,red,3.19,white,0.4,white,9.9,white,Texas,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
4450,9.2,red,0.32,white,0.42,white,1.3,red,0.046,white,14,red,186,white,0.9949,white,3.08,white,0.48,white,9.6,white,Texas,5,white,,,,,,,,,,,,,red,white,white,red,white,red,white,white,white,white
4452,6,white,0.24,white,0.33,white,2.5,red,0.026,white,31,white,85,red,0.99014,white,3.13,white,0.5,white,11.3,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,red,white,white,white
4454,6.2,white,0.21,white,0.38,white,6.8,white,0.036,white,64,white,245,white,0.9951,white,3.06,white,0.36,white,9.3,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
4455,6,white,0.2,white,0.25,red,2,red,0.041,white,30,white,95,white,0.99078,white,3.27,red,0.56,white,11.1,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,red,white
4456,7.2,white,0.28,white,0.26,red,12.5,white,0.046,white,48,white,179,white,0.9975,red,3.1,white,0.52,white,9,white,Texas,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
4458,6.4,white,0.24,white,0.29,red,1,red,0.038,white,18,red,122,white,0.9906,white,3.3,red,0.42,white,11.5,white,California,5,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,red,white
4459,5.8,white,0.36,white,0.26,red,3.3,red,0.038,white,40,white,153,white,0.9911,white,3.34,red,0.55,white,11.3,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,red,white
4460,7.1,white,0.22,white,0.33,white,2.8,red,0.033,white,48,white,153,white,0.9899,white,3.15,white,0.38,white,12.7,white,Texas,7,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,white
4462,7,white,0.24,white,0.35,white,1.5,red,0.052,white,51,white,128,white,0.9941,white,3.41,red,0.59,red,10.4,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,red
4463,7.5,white,0.33,white,0.32,white,11.1,white,0.036,white,25,red,119,white,0.9962,red,3.15,white,0.34,white,10.5,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,red,white,red,white,white
4464,6.6,white,0.32,white,0.33,white,2.5,red,0.052,white,40,white,219.5,white,0.99316,white,3.15,white,0.6,red,10,white,Texas,5,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,red
4465,7.1,white,0.22,white,0.32,white,16.9,white,0.056,white,49,white,158,white,0.9998,red,3.37,red,0.38,white,9.6,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,white
4466,8.9,red,0.34,white,0.32,white,1.3,red,0.041,white,12,red,188,white,0.9953,white,3.17,white,0.49,white,9.5,white,Texas,5,white,,,,,,,,,,,,,red,white,white,red,white,red,white,white,white,white
4467,6,white,0.555,red,0.26,red,4.5,white,0.053,white,17,red,126,white,0.9943,white,3.24,white,0.46,white,9.1,white,Texas,5,white,,,,,,,,,,,,,white,red,red,white,white,red,white,white,white,white
4468,7.6,red,0.19,white,0.37,white,13.1,white,0.033,white,52,white,151,white,0.99726,red,3.18,white,0.79,red,10.4,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,red
4469,6.9,white,0.44,red,0.27,red,5,white,0.038,white,33,white,166,white,0.99124,white,3.2,white,0.42,white,12.2,white,Texas,6,white,,,,,,,,,,,,,white,red,red,white,white,white,white,white,white,white
4470,6.9,white,0.25,white,0.47,white,8.4,white,0.042,white,36,white,156,white,0.99604,red,3.15,white,0.55,white,9.4,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
4472,7.5,white,0.27,white,0.36,white,7,white,0.036,white,45,white,164,white,0.9939,white,3.03,white,0.33,white,11,white,California,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
4473,5.8,white,0.24,white,0.28,red,1.4,red,0.038,white,40,white,76,red,0.98711,white,3.1,white,0.29,white,13.9,white,California,7,white,,,,,,,,,,,,,white,white,red,red,white,white,red,white,white,white
4475,6,white,0.32,white,0.33,white,9.9,white,0.032,white,22,red,90,red,0.99258,white,3.1,white,0.43,white,12.1,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,red,red,white,white,white
4476,7.8,red,0.2,white,0.24,red,1.6,red,0.026,white,26,white,189,white,0.991,white,3.08,white,0.74,red,12.1,white,California,7,white,,,,,,,,,,,,,red,white,red,red,white,white,white,white,white,red
4477,6.5,white,0.28,white,0.35,white,9.8,white,0.067,red,61,white,180,white,0.9972,red,3.15,white,0.57,white,9,white,California,4,white,,,,,,,,,,,,,white,white,white,white,red,white,white,red,white,white
4479,6.4,white,0.16,white,0.31,white,5.3,white,0.043,white,42,white,157,white,0.99455,white,3.35,red,0.47,white,10.5,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,white
4481,6.5,white,0.32,white,0.23,red,1.2,red,0.054,white,39,white,208,white,0.99272,white,3.18,white,0.46,white,9.9,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
4485,7.4,white,0.36,white,0.32,white,1.9,red,0.036,white,27,white,119,white,0.99196,white,3.15,white,0.49,white,11.2,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,white
4486,7.1,white,0.3,white,0.36,white,6.8,white,0.055,white,44.5,white,234,white,0.9972,red,3.49,red,0.64,red,10.2,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,red
4487,6.5,white,0.23,white,0.25,red,17.3,white,0.046,white,15,red,110,white,0.99828,red,3.15,white,0.42,white,9.2,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,red,white,red,white,white
4488,8.1,red,0.28,white,0.34,white,1.3,red,0.035,white,11,red,126,white,0.99232,white,3.14,white,0.5,white,9.8,white,California,6,white,,,,,,,,,,,,,red,white,white,red,white,red,white,white,white,white
4490,8.6,red,0.18,white,0.36,white,1.8,red,0.04,white,24,red,187,white,0.9956,red,3.25,red,0.55,white,9.5,white,California,6,red,,,,,,,,,,,,,red,white,white,red,white,red,white,red,red,white
4491,5.8,white,0.34,white,0.21,red,6.6,white,0.04,white,50,white,167,white,0.9941,white,3.29,red,0.62,red,10,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,red,red
4492,7.3,white,0.29,white,0.29,red,4.6,white,0.029,white,27,white,155,white,0.9931,white,3.07,white,0.26,white,10.6,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
4493,6.2,white,0.25,white,0.42,white,8,white,0.049,white,53,white,206,white,0.99586,red,3.16,white,0.47,white,9.1,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
4494,6.7,white,0.26,white,0.39,white,1.1,red,0.04,white,45,white,147,white,0.9935,white,3.32,red,0.58,red,9.6,white,California,8,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,red
4496,7.2,white,0.39,white,0.54,white,1.4,red,0.157,red,34,white,132,white,0.99449,white,3.11,white,0.53,white,9,white,California,6,white,,,,,,,,,,,,,white,white,white,red,red,white,white,white,white,white
4497,7.9,red,0.28,white,0.49,white,7.7,white,0.045,white,48,white,195,white,0.9954,red,3.04,white,0.55,white,11,white,California,6,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,white,white
4498,7.1,white,0.32,white,0.24,red,13.1,white,0.05,white,52,white,204,white,0.998,red,3.1,white,0.49,white,8.8,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
4499,5.6,white,0.12,white,0.33,white,2.9,red,0.044,white,21,red,73,red,0.98896,white,3.17,white,0.32,white,12.9,white,California,8,white,,,,,,,,,,,,,white,white,white,red,white,red,red,white,white,white
4500,5.6,white,0.26,white,0.27,red,10.6,white,0.03,white,27,white,119,white,0.9947,white,3.4,red,0.34,white,10.7,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,red,white
4501,7.3,white,0.21,white,0.29,red,1.6,red,0.034,white,29,white,118,white,0.9917,white,3.3,red,0.5,white,11,white,California,8,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,red,white
4504,7.3,white,0.18,white,0.29,red,1.2,red,0.044,white,12,red,143,white,0.9918,white,3.2,white,0.48,white,11.3,white,California,7,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,white,white
4505,6.8,white,0.22,white,0.35,white,17.5,white,0.039,white,38,white,153,white,0.9994,red,3.24,white,0.42,white,9,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
4506,7.2,white,0.2,white,0.3,red,2,red,0.039,white,43,white,188,white,0.9911,white,3.3,red,0.41,white,12,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,red,white
4507,6.3,white,0.22,white,0.3,red,2,red,0.05,white,23,red,120,white,0.99204,white,3.24,white,0.47,white,10.4,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,white,white
4508,6.1,white,0.28,white,0.23,red,4.2,red,0.038,white,13,red,95,white,0.98898,white,2.97,white,0.7,red,13.1,white,Texas,6,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,white,red
4509,5.9,white,0.32,white,0.28,red,4.7,white,0.039,white,34,white,94,white,0.98964,white,3.22,white,0.57,white,13.1,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
4510,5.3,white,0.21,white,0.29,red,0.7,red,0.028,white,11,red,66,red,0.99215,white,3.3,red,0.4,white,9.8,white,California,5,red,,,,,,,,,,,,,white,white,red,red,white,red,red,white,red,white
4511,7.3,white,0.17,white,0.23,red,6.3,white,0.051,white,35,white,240,white,0.9963,red,3.36,red,0.54,white,10,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,red,white
4512,7.2,white,0.2,white,0.22,red,1.6,red,0.044,white,17,red,101,white,0.99471,white,3.37,red,0.53,white,10,white,California,5,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,red,white
4513,6.9,white,0.3,white,0.36,white,4.5,white,0.054,white,31,white,203,white,0.99513,white,3.4,red,0.57,white,10.4,white,Texas,4,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,white
4516,6.7,white,0.21,white,0.37,white,2.5,red,0.034,white,35,white,89,red,0.9913,white,3.25,red,0.5,white,11,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,red,white,red,white
4518,6.6,white,0.42,red,0.33,white,2.8,red,0.034,white,15,red,85,red,0.99,white,3.28,red,0.51,white,13.4,white,California,6,red,,,,,,,,,,,,,white,red,white,red,white,red,red,white,red,white
4519,5.4,white,0.185,white,0.19,red,7.1,white,0.048,white,36,white,110,white,0.99438,white,3.26,red,0.41,white,9.5,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,red,white
4523,7.5,white,0.35,white,0.28,red,9.6,white,0.051,white,26,white,157,white,0.9969,red,3.12,white,0.53,white,9.2,white,Texas,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
4524,6,white,0.26,white,0.32,white,3.5,red,0.028,white,29,white,113,white,0.9912,white,3.4,red,0.71,red,12.3,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,red
4525,7.1,white,0.23,white,0.39,white,13.7,white,0.058,white,26,white,172,white,0.99755,red,2.9,white,0.46,white,9,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
4526,8,red,0.61,red,0.38,white,12.1,white,0.301,red,24,red,220,white,0.9993,red,2.94,white,0.48,white,9.2,white,Texas,5,red,,,,,,,,,,,,,red,red,white,white,red,red,white,red,white,white
4527,8.4,red,0.17,white,0.31,white,5.4,white,0.052,white,47,white,150,white,0.9953,white,3.24,white,0.38,white,9.8,white,Texas,5,white,,,,,,,,,,,,,red,white,white,white,white,white,white,white,white,white
4528,6.9,white,0.25,white,0.26,red,5.2,white,0.024,white,36,white,135,white,0.9948,white,3.16,white,0.72,red,10.7,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,red
4529,6.2,white,0.39,white,0.24,red,4.8,white,0.037,white,45,white,138,white,0.99174,white,3.23,white,0.43,white,11.2,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
4530,6,white,0.28,white,0.52,white,6.2,white,0.028,white,37,white,104,white,0.99161,white,3.28,red,0.51,white,11.8,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,white
4531,9.2,red,0.14,white,0.37,white,1.1,red,0.034,white,36,white,84,red,0.99136,white,3.05,white,0.55,white,11.6,white,California,6,white,,,,,,,,,,,,,red,white,white,red,white,white,red,white,white,white
4533,6.3,white,0.3,white,0.24,red,6.6,white,0.04,white,38,white,141,white,0.995,white,3.22,white,0.47,white,9.5,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
4534,5.9,white,0.33,white,0.32,white,8.1,white,0.038,white,9,red,34,red,0.9911,white,3.22,white,0.36,white,12.7,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,red,red,white,white,white
4535,5.8,white,0.28,white,0.34,white,4,red,0.031,white,40,white,99,white,0.9896,white,3.39,red,0.39,white,12.8,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,white
4536,7.2,white,0.19,white,0.46,white,3.8,red,0.041,white,82,white,187,white,0.9932,white,3.19,white,0.6,red,11.2,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,red
4537,7.5,white,0.38,white,0.56,white,9.7,white,0.055,white,15,red,170,white,0.99605,red,3.13,white,0.65,red,9.9,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,red,white,red,white,red
4538,6.1,white,0.27,white,0.3,red,16.7,white,0.039,white,49,white,172,white,0.99985,red,3.4,red,0.45,white,9.4,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,red,white
4539,8.7,red,0.3,white,0.59,white,1.7,red,0.046,white,10,red,70,red,0.99373,white,3.06,white,0.56,white,10.8,white,Texas,4,white,,,,,,,,,,,,,red,white,white,red,white,red,red,white,white,white
4540,6.4,white,0.29,white,0.3,red,6.5,white,0.209,red,62,white,156,white,0.99478,white,3.1,white,0.4,white,9.4,white,California,5,white,,,,,,,,,,,,,white,white,red,white,red,white,white,white,white,white
4541,7.3,white,0.2,white,0.39,white,2.3,red,0.048,white,24,red,87,red,0.99044,white,2.94,white,0.35,white,12,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,red,red,white,white,white
4543,8.6,red,0.34,white,0.36,white,1.4,red,0.045,white,11,red,119,white,0.99556,red,3.17,white,0.47,white,9.4,white,Texas,4,white,,,,,,,,,,,,,red,white,white,red,white,red,white,red,white,white
4544,7.4,white,0.28,white,0.25,red,11.9,white,0.053,white,25,red,148,white,0.9976,red,3.1,white,0.62,red,9.2,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,red,white,red,white,red
4545,6.1,white,0.31,white,0.37,white,8.4,white,0.031,white,70,white,170,white,0.9934,white,3.42,red,0.4,white,11.7,white,Texas,8,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,white
4546,6.2,white,0.3,white,0.31,white,1.2,red,0.048,white,19,red,125,white,0.98999,white,3.32,red,0.54,white,12.6,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,red,white
4548,8,red,0.34,white,0.25,red,6.4,white,0.035,white,38,white,103,white,0.99148,white,2.91,white,0.23,white,12.2,white,California,6,white,,,,,,,,,,,,,red,white,red,white,white,white,white,white,white,white
4549,6.5,white,0.29,white,0.42,white,10.6,white,0.042,white,66,white,202,white,0.99674,red,3.24,white,0.53,white,9.5,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
4551,5.7,white,0.21,white,0.32,white,0.9,red,0.038,white,38,white,121,white,0.99074,white,3.24,white,0.46,white,10.6,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,white
4553,8,red,0.18,white,0.37,white,1.3,red,0.04,white,15,red,96,white,0.9912,white,3.06,white,0.61,red,12.1,white,Texas,6,white,,,,,,,,,,,,,red,white,white,red,white,red,white,white,white,red
4554,7.3,white,0.205,white,0.31,white,1.7,red,0.06,white,34,white,110,white,0.9963,red,3.72,red,0.69,red,10.5,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,red,red,red
4555,7.9,red,0.16,white,0.64,white,17,white,0.05,white,69,white,210,white,1.0004,red,3.15,white,0.51,white,9.3,white,California,7,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,white,white
4556,8.3,red,0.28,white,0.4,white,7.8,white,0.041,white,38,white,194,white,0.9976,red,3.34,red,0.51,white,9.6,white,California,6,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,red,white
4557,6.2,white,0.22,white,0.3,red,12.4,white,0.054,white,108,white,152,white,0.99728,red,3.1,white,0.47,white,9.5,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
4558,7.2,white,0.19,white,0.31,white,1.6,red,0.062,white,31,white,173,white,0.9917,white,3.35,red,0.44,white,11.7,white,Texas,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,white
4559,8,red,0.14,white,0.33,white,1.2,red,0.045,white,71,white,162,white,0.9914,white,3.07,white,0.47,white,11,white,California,6,white,,,,,,,,,,,,,red,white,white,red,white,white,white,white,white,white
4560,6.4,white,0.27,white,0.17,red,8.4,white,0.044,white,60,white,198,white,0.99578,red,3.21,white,0.47,white,9.4,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
4561,7.1,white,0.4,white,0.52,white,1.3,red,0.148,red,45,white,149,white,0.99468,white,3.08,white,0.56,white,8.7,white,Texas,5,white,,,,,,,,,,,,,white,white,white,red,red,white,white,white,white,white
4562,6.1,white,0.27,white,0.31,white,1.5,red,0.035,white,17,red,83,red,0.99076,white,3.32,red,0.44,white,11.1,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,red,red,white,red,white
4563,7,white,0.12,white,0.19,red,4.9,white,0.055,white,27,white,127,white,0.9953,white,3.29,red,0.41,white,9.4,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,red,white
4564,7.7,red,0.2,white,0.44,white,13.9,white,0.05,white,44,white,130,white,0.99855,red,3.11,white,0.48,white,10,white,California,6,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,white,white
4565,7.3,white,0.18,white,0.29,red,1,red,0.036,white,26,white,101,white,0.99,white,3.09,white,0.37,white,11.7,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
4566,5.7,white,0.29,white,0.16,red,7.9,white,0.044,white,48,white,197,white,0.99512,white,3.21,white,0.36,white,9.4,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
4567,6.8,white,0.24,white,0.29,red,2,red,0.044,white,15,red,96,white,0.99232,white,3.23,white,0.64,red,10.4,white,California,8,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,white,red
4568,7,white,0.18,white,0.26,red,1.4,red,0.044,white,46,white,89,red,0.99256,white,3.39,red,0.48,white,10.7,white,California,7,white,,,,,,,,,,,,,white,white,red,red,white,white,red,white,red,white
4569,6.8,white,0.15,white,0.3,red,5.3,white,0.05,white,40,white,127,white,0.9942,white,3.4,red,0.39,white,9.7,white,Texas,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,red,white
4570,6.5,white,0.22,white,0.32,white,2.2,red,0.028,white,36,white,92,red,0.99076,white,3.27,red,0.59,red,11.9,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,red,white,red,red
4572,7.2,white,0.19,white,0.39,white,1.2,red,0.036,white,32,white,85,red,0.9918,white,3.16,white,0.5,white,10.5,white,California,5,white,,,,,,,,,,,,,white,white,white,red,white,white,red,white,white,white
4581,6.3,white,0.36,white,0.3,red,4.8,white,0.049,white,14,red,85,red,0.9932,white,3.28,red,0.39,white,10.6,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,red,red,white,red,white
4582,6.9,white,0.4,white,0.37,white,8.9,white,0.053,white,36,white,148,white,0.996,red,3.16,white,0.5,white,9.3,white,California,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
4584,6.2,white,0.44,red,0.18,red,7.7,white,0.096,red,28,white,210,white,0.99771,red,3.56,red,0.72,red,9.2,white,Texas,5,red,,,,,,,,,,,,,white,red,red,white,red,white,white,red,red,red
4585,5.8,white,0.24,white,0.44,white,3.5,red,0.029,white,5,red,109,white,0.9913,white,3.53,red,0.43,white,11.7,white,Texas,3,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,red,white
4586,6.3,white,0.41,red,0.33,white,4.7,white,0.023,white,28,white,110,white,0.991,white,3.3,red,0.38,white,12.5,white,California,7,white,,,,,,,,,,,,,white,red,white,white,white,white,white,white,red,white
4587,6.6,white,0.21,white,0.39,white,2.3,red,0.041,white,31,white,102,white,0.99221,white,3.22,white,0.58,red,10.9,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,red
4588,9.4,red,0.29,white,0.55,white,2.2,red,0.05,white,17,red,119,white,0.9962,red,3.12,white,0.69,red,10.3,white,Texas,4,red,,,,,,,,,,,,,red,white,white,red,white,red,white,red,white,red
4590,5.8,white,0.26,white,0.24,red,9.2,white,0.044,white,55,white,152,white,0.9961,red,3.31,red,0.38,white,9.4,white,California,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,red,white
4591,8.5,red,0.15,white,0.49,white,1.5,red,0.031,white,17,red,122,white,0.9932,white,3.03,white,0.4,white,10.3,white,California,6,white,,,,,,,,,,,,,red,white,white,red,white,red,white,white,white,white
4592,6.3,white,0.24,white,0.74,white,1.4,red,0.172,red,24,red,108,white,0.9932,white,3.27,red,0.39,white,9.9,white,California,6,white,,,,,,,,,,,,,white,white,white,red,red,red,white,white,red,white
4593,5.6,white,0.185,white,0.19,red,7.1,white,0.048,white,36,white,110,white,0.99438,white,3.26,red,0.41,white,9.5,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,red,white
4596,7.6,red,0.22,white,0.28,red,12,white,0.056,white,68,white,143,white,0.9983,red,2.99,white,0.3,white,9.2,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
4598,6.8,white,0.37,white,0.67,white,1.5,red,0.175,red,16,red,98,white,0.99244,white,3.06,white,0.56,white,10.3,white,California,6,white,,,,,,,,,,,,,white,white,white,red,red,red,white,white,white,white
4599,7.2,white,0.24,white,0.29,red,3,red,0.036,white,17,red,117,white,0.99411,white,3.36,red,0.68,red,10.1,white,California,6,red,,,,,,,,,,,,,white,white,red,red,white,red,white,white,red,red
4600,9,red,0.29,white,0.34,white,12.1,white,0.03,white,34,white,177,white,0.99706,red,3.13,white,0.47,white,10.6,white,Texas,5,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,white,white
4601,6.9,white,0.26,white,0.31,white,7,white,0.039,white,37,white,175,white,0.99376,white,3.32,red,0.49,white,11.4,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,white
4602,8.2,red,0.26,white,0.44,white,1.3,red,0.046,white,7,red,69,red,0.9944,white,3.14,white,0.62,red,10.2,white,Texas,4,red,,,,,,,,,,,,,red,white,white,red,white,red,red,white,white,red
4603,7.2,white,0.34,white,0.23,red,8.9,white,0.105,red,22,red,155,white,0.99692,red,3.01,white,0.58,red,9.5,white,California,5,red,,,,,,,,,,,,,white,white,red,white,red,red,white,red,white,red
4604,7.6,red,0.34,white,0.39,white,7.6,white,0.04,white,45,white,215,white,0.9965,red,3.11,white,0.53,white,9.2,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
4606,7.2,white,0.4,white,0.24,red,8.5,white,0.055,white,45,white,151,white,0.99626,red,3.2,white,0.52,white,9.2,white,California,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
4608,6.8,white,0.18,white,0.3,red,12.8,white,0.062,white,19,red,171,white,0.99808,red,3,white,0.52,white,9,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,red,white,red,white,white
4609,5.7,white,0.255,white,0.65,white,1.2,red,0.079,red,17,red,137,white,0.99307,white,3.2,white,0.42,white,9.4,white,Texas,5,white,,,,,,,,,,,,,white,white,white,red,red,red,white,white,white,white
4610,5.9,white,0.34,white,0.31,white,2,red,0.03,white,38,white,142,white,0.98892,white,3.4,red,0.41,white,12.9,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,white
4611,6.4,white,0.45,red,0.07,red,1.1,red,0.03,white,10,red,131,white,0.9905,white,2.97,white,0.28,white,10.8,white,Texas,5,white,,,,,,,,,,,,,white,red,red,red,white,red,white,white,white,white
4612,9.2,red,0.18,white,0.49,white,1.5,red,0.041,white,39,white,130,white,0.9945,white,3.04,white,0.49,white,9.8,white,California,7,white,,,,,,,,,,,,,red,white,white,red,white,white,white,white,white,white
4613,6,white,0.39,white,0.17,red,12,white,0.046,white,65,white,246,white,0.9976,red,3.15,white,0.38,white,9,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
4614,7.1,white,0.53,red,0.24,red,0.8,red,0.029,white,29,white,86,red,0.993,white,3.16,white,0.32,white,9.1,white,Texas,4,white,,,,,,,,,,,,,white,red,red,red,white,white,red,white,white,white
4616,6.5,white,0.41,red,0.22,red,4.8,white,0.052,white,49,white,142,white,0.9946,white,3.14,white,0.62,red,9.2,white,California,5,white,,,,,,,,,,,,,white,red,red,white,white,white,white,white,white,red
4617,6.5,white,0.24,white,0.24,red,1.6,red,0.046,white,15,red,60,red,0.9928,white,3.19,white,0.39,white,9.8,white,Texas,5,white,,,,,,,,,,,,,white,white,red,red,white,red,red,white,white,white
4618,6.3,white,0.27,white,0.25,red,5.8,white,0.038,white,52,white,155,white,0.995,white,3.28,red,0.38,white,9.4,white,Texas,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,red,white
4619,6.8,white,0.21,white,0.36,white,18.1,white,0.046,white,32,white,133,white,1,red,3.27,red,0.48,white,8.8,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,white
4620,6.8,white,0.23,white,0.32,white,8.6,white,0.046,white,47,white,159,white,0.99452,white,3.08,white,0.52,white,10.5,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
4622,8,red,0.34,white,0.49,white,9,white,0.033,white,39,white,180,white,0.9936,white,3.13,white,0.38,white,12.3,white,Texas,8,white,,,,,,,,,,,,,red,white,white,white,white,white,white,white,white,white
